000 A Sea Zone  (14126,656)  (14050,581)  (14128,804)  (13975,506)  (14075,506)  (13950,619)  (14028,847)  (14128,879)  (13900,431)  (14000,431)  (14100,431)  (13875,523)  (14028,922)  (13834,948)  (14128,954)  (13825,356)  (13925,356)  | overflowToLeft=false
062 Sea Zone  (13480,7635)  (13330,7560)  (13430,7560)  (13530,7560)  (13630,7560)  (13380,7635)  (13580,7635)  (13680,7635)  (13330,7710)  (13430,7710)  (13530,7710)  (13630,7710)  (13380,7785)  (13480,7785)  (13580,7785)  (13680,7785)  | overflowToLeft=false
063 Sea Zone  (14160,7190)  (14010,7130)  (14110,7130)  (14210,7130)  (14310,7130)  (14060,7190)  (14260,7190)  (14360,7190)  (14010,7250)  (14110,7250)  (14210,7250)  (14310,7250)  (14060,7310)  (14160,7310)  (14260,7310)  (14360,7310)  (14010,7370)  (14110,7370)  (14210,7370)  (14310,7370)  | overflowToLeft=false
064 Sea Zone  (300,4210)  (150,4150)  (250,4150)  (350,4150)  (450,4150)  (200,4210)  (400,4210)  (500,4210)  (150,4270)  (250,4270)  (350,4270)  (450,4270)  (200,4330)  (300,4330)  (400,4330)  (500,4330)  (150,4390)  (250,4390)  (350,4390)  (450,4390)  | overflowToLeft=false
065 Sea Zone  (345,5478)  (419,5553)  (319,5553)  (269,5403)  (369,5403)  (245,5478)  (445,5478)  (469,5354)  (219,5603)  (494,5628)  (394,5628)  (194,5328)  (294,5328)  (519,5553)  (169,5403)  (145,5528)  (394,5279)  (494,5279)  | overflowToLeft=false
066 Sea Zone  (391,7068)  (465,7143)  (365,7143)  (315,6993)  (415,6993)  (291,7068)  (491,7068)  (515,6944)  (265,7193)  (540,7218)  (440,7218)  (240,6918)  (340,6918)  (565,7143)  (215,6993)  (191,7118)  (440,6869)  (540,6869)  | overflowToLeft=false
067 Sea Zone  (2470,7230)  (2320,7170)  (2420,7170)  (2520,7170)  (2620,7170)  (2370,7230)  (2570,7230)  (2670,7230)  (2320,7290)  (2420,7290)  (2520,7290)  (2620,7290)  (2370,7350)  (2470,7350)  (2570,7350)  (2670,7350)  (2320,7410)  (2420,7410)  (2520,7410)  (2620,7410)  | overflowToLeft=false
068 Sea Zone  (3850,7307)  (3924,7382)  (3824,7382)  (3774,7232)  (3874,7232)  (3750,7307)  (3950,7307)  (3974,7183)  (3724,7432)  (3999,7457)  (3899,7457)  (3772,7157)  (3872,7157)  (4024,7382)  (3674,7232)  (3650,7357)  (3972,7108)  | overflowToLeft=false
069 Sea Zone  (4844,7236)  (4918,7311)  (4818,7311)  (4768,7161)  (4868,7161)  (4744,7236)  (4944,7236)  (4968,7112)  (4718,7361)  (4993,7386)  (4893,7386)  (4693,7086)  (4793,7086)  (5018,7311)  (4668,7161)  (4644,7286)  (4893,7037)  | overflowToLeft=false
070 Sea Zone  (5556,7056)  (5630,7131)  (5530,7131)  (5480,6981)  (5580,6981)  (5456,7056)  (5656,7056)  (5680,6932)  (5430,7181)  (5705,7206)  (5605,7206)  (5405,6906)  (5505,6906)  (5730,7131)  (5380,6981)  (5356,7106)  (5605,6857)  | overflowToLeft=false
071 A Sea Zone  (6219,7616)  (6293,7691)  (6193,7691)  (6192,7541)  (6119,7616)  (6319,7542)  (6093,7741)  (6368,7766)  (6268,7766)  (6019,7666)  (6019,7591)  (6168,7816)  (6068,7816)  (6380,7841)  (6280,7841)  (5993,7741)  (5968,7866)  | overflowToLeft=false
071 B Sea Zone  (6732,7369)  (6806,7444)  (6706,7444)  (6704,7294)  (6804,7294)  (6832,7369)  (6606,7494)  (6606,7419)  (6881,7519)  (6781,7519)  (6728,7219)  (6828,7219)  (6681,7569)  (6581,7569)  (6900,7594)  (6800,7594)  (6738,7144)  | overflowToLeft=false
072 A Sea Zone  (7300,5930)  (7150,5870)  (7250,5870)  (7350,5870)  (7450,5870)  (7200,5930)  (7400,5930)  (7500,5930)  (7150,5990)  (7250,5990)  (7350,5990)  (7450,5990)  (7200,6050)  (7300,6050)  (7400,6050)  (7500,6050)  (7150,6110)  (7250,6110)  (7350,6110)  (7450,6110)  | overflowToLeft=false
072 B Sea Zone  (7695,6075)  (7595,6015)  (7695,6015)  (7795,6015)  (7895,6015)  (7595,6075)  (7795,6075)  (7895,6075)  (7595,6135)  (7695,6135)  (7795,6135)  (7895,6135)  (7595,6195)  (7695,6195)  (7795,6195)  (7895,6195)  (7595,6255)  (7695,6255)  (7795,6255)  (7895,6255)  | overflowToLeft=false
072 C Sea Zone  (7365,7314)  (7439,7389)  (7339,7389)  (7289,7239)  (7389,7239)  (7265,7314)  (7465,7314)  (7489,7190)  (7239,7439)  (7514,7464)  (7414,7464)  (7214,7164)  (7539,7389)  (7189,7239)  (7165,7364)  (7552,7115)  (7314,7514)  | overflowToLeft=false
073 Sea Zone  (8208,7586)  (8282,7661)  (8182,7661)  (8132,7511)  (8232,7511)  (8108,7586)  (8308,7586)  (8332,7462)  (8082,7711)  (8357,7736)  (8257,7736)  (8057,7436)  (8157,7436)  (8382,7661)  (8032,7511)  (8008,7636)  (8157,7786)  | overflowToLeft=false
074 Sea Zone  (8848,7589)  (8922,7664)  (8822,7664)  (8772,7514)  (8872,7514)  (8748,7589)  (8948,7589)  (8972,7465)  (8722,7714)  (8997,7739)  (8897,7739)  (8697,7439)  (8797,7439)  (9022,7664)  (8672,7514)  (8648,7639)  (8797,7789)  | overflowToLeft=false
075 Sea Zone  (8476,6997)  (8550,7072)  (8450,7072)  (8400,6922)  (8500,6922)  (8376,6997)  (8576,6997)  (8600,6873)  (8350,7122)  (8625,7147)  (8525,7147)  (8325,6847)  (8425,6847)  (8650,7072)  (8300,6922)  (8276,7047)  (8525,6798)  | overflowToLeft=false
076 Sea Zone  (7247,4873)  (7272,4948)  (7293,5023)  (7345,5098)  (7347,4873)  (7384,5630)  (7393,5004)  (7445,5079)  (7446,5554)  (7484,5629)  (7490,5479)  (7520,5004)  (7529,5402)  (7545,5079)  (7546,5554)  (7561,5324)  (7584,5629)  | overflowToLeft=false
077 Sea Zone  (8200,5751)  (8274,5826)  (8174,5826)  (8124,5676)  (8224,5676)  (8100,5751)  (8300,5751)  (8324,5627)  (8074,5876)  (8349,5901)  (8249,5901)  (8049,5601)  (8149,5601)  (8374,5826)  (8024,5676)  (8000,5801)  (8249,5552)  | overflowToLeft=false
078 Sea Zone  (8889,5802)  (8963,5877)  (8863,5877)  (8813,5727)  (8913,5727)  (8789,5802)  (8989,5802)  (9013,5678)  (8763,5927)  (9038,5952)  (8938,5952)  (8738,5652)  (8838,5652)  (9063,5877)  (8713,5727)  (8689,5852)  (8938,5603)  | overflowToLeft=false
079 A Sea Zone  (8639,5311)  (8713,5386)  (8613,5386)  (8563,5236)  (8663,5236)  (8539,5311)  (8739,5311)  (8763,5187)  (8513,5436)  (8788,5461)  (8688,5461)  (8488,5161)  (8588,5161)  (8813,5386)  (8463,5236)  (8588,5511)  (8488,5511)  | overflowToLeft=false
079 B Sea Zone  (8633,4737)  (8707,4812)  (8607,4812)  (8557,4662)  (8657,4662)  (8533,4737)  (8733,4737)  (8757,4613)  (8507,4862)  (8782,4887)  (8682,4887)  (8482,4587)  (8582,4587)  (8807,4812)  (8682,4538)  (8582,4937)  (8482,4937)  | overflowToLeft=false
079 C Sea Zone  (8538,4353)  (8612,4428)  (8512,4428)  (8462,4278)  (8638,4336)  (8460,4203)  (8712,4433)  | overflowToLeft=false
080 A Sea Zone  (8360,4096)  (8112,4016)  (8073,4091)  (8360,4440)  (8012,4005)  (7960,3930)  (8360,4515)  (7896,3855)  (8360,4590)  (7860,3941)  | overflowToLeft=false
080 B Sea Zone  (8167,4973)  (8241,5048)  (8141,5048)  (8091,4898)  (8191,4898)  (8067,4973)  (8267,4973)  (8291,4849)  (8041,5098)  (8316,5123)  (8216,5123)  (8016,4823)  (8116,4823)  (8341,5048)  (7991,4898)  (7967,5023)  (8216,4774)  | overflowToLeft=false
081 Sea Zone  (7194,4519)  (7268,4594)  (7168,4594)  (7118,4444)  (7300,4669)  (7200,4669)  (7058,4369)  (7158,4369)  (7347,4744)  (7247,4744)  | overflowToLeft=false
082 Sea Zone  (5209,5738)  (5283,5813)  (5183,5813)  (5133,5663)  (5233,5663)  (5109,5738)  (5309,5738)  (5333,5614)  (5358,5888)  (5258,5888)  (5158,5888)  (5108,5588)  (5208,5588)  (5383,5813)  (5308,5539)  (5408,5539)  (5409,5689)  | overflowToLeft=false
083 Sea Zone  (4699,5735)  (4773,5810)  (4673,5810)  (4623,5660)  (4723,5660)  (4599,5735)  (4799,5735)  (4823,5611)  (4573,5860)  (4848,5885)  (4748,5885)  (4548,5585)  (4648,5585)  (4873,5810)  (4523,5660)  (4499,5785)  (4748,5536)  | overflowToLeft=false
084 Sea Zone  (3537,6564)  (3611,6639)  (3511,6639)  (3461,6489)  (3561,6489)  (3437,6564)  (3637,6564)  (3661,6440)  (3411,6689)  (3671,6714)  (3571,6714)  (3386,6414)  (3486,6414)  (3711,6639)  (3361,6489)  (3337,6614)  (3586,6365)  | overflowToLeft=false
085 Sea Zone  (2483,6377)  (2557,6452)  (2457,6452)  (2407,6302)  (2507,6302)  (2383,6377)  (2583,6377)  (2607,6253)  (2357,6502)  (2632,6527)  (2532,6527)  (2332,6227)  (2432,6227)  (2657,6452)  (2307,6302)  (2283,6427)  (2532,6178)  | overflowToLeft=false
086 Sea Zone  (2915,5580)  (2989,5655)  (2889,5655)  (2839,5505)  (2939,5505)  (2815,5580)  (3015,5580)  (3039,5456)  (2789,5705)  (3064,5730)  (2964,5730)  (2784,5430)  (2884,5430)  (3089,5655)  (2715,5534)  (2984,5381)  (3084,5381)  | overflowToLeft=false
087 A Sea Zone  (3680,5220)  (3530,5160)  (3630,5160)  (3730,5160)  (3830,5160)  (3580,5220)  (3780,5220)  (3880,5220)  (3530,5280)  (3630,5280)  (3730,5280)  (3830,5280)  (3580,5340)  (3680,5340)  (3780,5340)  (3880,5340)  (3530,5400)  (3630,5400)  (3730,5400)  (3830,5400)  | overflowToLeft=false
087 B Sea Zone  (3804,4403)  (3878,4478)  (3778,4478)  (3728,4328)  (3828,4328)  (3704,4403)  (3904,4403)  (3928,4279)  (3678,4528)  (3953,4553)  (3853,4553)  (3653,4253)  (3753,4253)  (3978,4478)  (3628,4328)  (3604,4453)  (3853,4204)  | overflowToLeft=false
087 C Sea Zone  (3139,4417)  (3213,4492)  (3113,4492)  (3063,4342)  (3163,4342)  (3039,4417)  (3239,4417)  (3263,4293)  (3013,4542)  (3288,4567)  (3188,4567)  (2988,4267)  (3088,4267)  (3313,4492)  (2963,4342)  (2939,4467)  (3188,4218)  | overflowToLeft=false
088 A Sea Zone  (2563,4128)  (2637,4203)  (2537,4203)  (2487,4053)  (2587,4053)  (2463,4128)  (2663,4128)  (2687,4004)  (2437,4253)  (2712,4278)  (2612,4278)  (2412,3978)  (2512,3978)  (2737,4203)  (2387,4053)  (2363,4178)  (2612,3929)  | overflowToLeft=false
088 B Sea Zone  (2859,4860)  (2933,4935)  (2833,4935)  (2783,4785)  (2883,4785)  (2759,4860)  (2959,4860)  (2983,4763)  (2733,4985)  (3008,5010)  (2908,5010)  (3033,4935)  (2683,4785)  (2659,4910)  (2808,5060)  (3059,4838)  (3083,4763)  | overflowToLeft=false
089 A Sea Zone  (310,3420)  (325,3562)  (379,3637)  (410,3397)  (410,3472)  (425,3547)  (479,3622)  (510,3397)  (510,3472)  (525,3547)  (610,3397)  (710,3397)  (776,3793)  (804,3621)  (805,3696)  (810,3397)  (842,3472)  (876,3771)  | overflowToLeft=false
089 B Sea Zone  (1530,3870)  (1380,3810)  (1480,3810)  (1580,3810)  (1680,3810)  (1430,3870)  (1630,3870)  (1730,3870)  (1380,3930)  (1480,3930)  (1580,3930)  (1680,3930)  (1430,3990)  (1530,3990)  (1630,3990)  (1730,3990)  (1380,4050)  (1480,4050)  (1580,4050)  (1680,4050)  | overflowToLeft=false
089 C Sea Zone  (2040,3500)  (1940,3400)  (2040,3400)  (2140,3400)  (1940,3500)  (2140,3500)  (1940,3600)  (2040,3600)  (2140,3600)  (1940,3700)  (2040,3700)  (2140,3700)  | overflowToLeft=false
089 D Sea Zone  (1211,4148)  (1144,4073)  (1294,4223)  (1194,4223)  (1111,4148)  (1094,4265)  (1044,4073)  (1394,4166)  (994,4296)  (1494,4166)  (1549,4241)  (1594,4166)  | overflowToLeft=false
090 Sea Zone  (2683,3437)  (2757,3512)  (2657,3512)  (2607,3362)  (2707,3362)  (2583,3437)  (2783,3437)  (2807,3313)  (2557,3562)  (2832,3587)  (2732,3587)  (2532,3287)  (2632,3287)  (2857,3512)  (2507,3362)  (2483,3487)  (2632,3637)  | overflowToLeft=false
091 A Sea Zone  (3870,3540)  (3720,3480)  (3820,3480)  (3920,3480)  (4020,3480)  (3770,3540)  (3970,3540)  (4070,3540)  (3720,3600)  (3820,3600)  (3920,3600)  (4020,3600)  (3770,3660)  (3870,3660)  (3970,3660)  (4070,3660)  (3720,3720)  (3820,3720)  (3920,3720)  (4020,3720)  | overflowToLeft=false
091 B Sea Zone  (3370,3804)  (3444,3879)  (3344,3879)  (3294,3729)  (3394,3729)  (3270,3804)  (3470,3804)  (3494,3680)  (3244,3929)  (3519,3954)  (3419,3954)  (3219,3654)  (3319,3654)  (3544,3879)  (3194,3729)  (3170,3854)  (3419,3605)  | overflowToLeft=false
092 Sea Zone  (4797,3634)  (4871,3709)  (4771,3709)  (4721,3559)  (4821,3559)  (4697,3634)  (4897,3634)  (4921,3510)  (4671,3759)  (4847,3784)  (4971,3709)  (4597,3684)  (4597,3609)  (4708,3834)  (4997,3585)  (5021,3450)  (4571,3801)  | overflowToLeft=false
093 Sea Zone  (4864,3370)  (4964,3348)  (5004,3162)  (5055,3087)  (5064,3304)  (5077,3012)  (5104,3162)  (5155,3087)  (5164,3237)  (5164,3312)  (5204,3162)  (5255,3067)  (5264,3237)  (5264,3312)  (5304,3142)  | overflowToLeft=false
094 Sea Zone  (5434,3619)  (5508,3694)  (5408,3694)  (5358,3544)  (5334,3619)  (5308,3737)  (5583,3769)  (5283,3469)  (5258,3544)  (5234,3662)  (5657,3844)  (5183,3469)  (5158,3587)  (5582,3919)  | overflowToLeft=false
095 A Sea Zone  (5581,3130)  (5615,3205)  | overflowToLeft=false
095 B Sea Zone  (5808,3729)  (5911,3760)  (5719,3659)  (5634,3571)  (5577,3493)  (5703,3490)  (5821,3490)  (5630,3398)  (5765,3397)  | overflowToLeft=false
096 A Sea Zone  (5697,3979)  (5772,3904)  (5797,3979)  (5897,3923)  (5897,3998)  (5941,3844)  (5965,4073)  (5997,3919)  (5997,3994)  | overflowToLeft=false
096 B Sea Zone  (6288,3907)  (6362,3982)  (6262,3982)  (6188,3907)  (6388,3843)  | overflowToLeft=false
097 A Sea Zone  (6161,3571)  (6235,3646)  (6135,3646)  (6091,3496)  (6191,3496)  (6061,3571)  (6035,3696)  (6310,3721)  (6210,3721)  (6164,3421)  | overflowToLeft=false
097 B Sea Zone  (5956,3096)  (6030,3171)  (5885,3021)  (6105,3246)  (5838,2946)  | overflowToLeft=false
098 Sea Zone  (6759,3916)  (6833,3991)  (6733,3991)  (6659,3916)  (6859,3843)  (6633,4041)  (6933,3918)  (6559,3966)  (6559,3891)  (6959,3843)  | overflowToLeft=false
099 A Sea Zone  (6548,3450)  (6619,3525)  (6631,3600)  (6531,3605)  (6631,3675)  (6463,3727)  | overflowToLeft=false
099 B Sea Zone  (6828,3767)  (6908,3676)  (6928,3751)  (7008,3643)  (7028,3718)  | overflowToLeft=false
100 A Sea Zone  (6891,3082)  (6791,3131)  (6991,3073)  | overflowToLeft=false
100 B Sea Zone  (6902,2921)  (6976,2996)  (6876,2996)  (6890,2846)  | overflowToLeft=false
100 C Sea Zone  (7243,2892)  (7143,2934)  (7343,2928)  (7187,2751)  | overflowToLeft=false
100 D Sea Zone  (7257,3045)  (7157,3067)  (7357,3009)  (7357,3084)  (7457,3009)  | overflowToLeft=false
101 A Sea Zone  (1611,2426)  (1685,2501)  (1585,2501)  (1535,2351)  (1635,2351)  (1511,2426)  (1711,2426)  (1735,2302)  (1485,2551)  (1760,2576)  (1660,2576)  (1545,2276)  (1785,2501)  (1411,2476)  (1645,2227)  (1811,2377)  (1599,2152)  | overflowToLeft=false
101 B Sea Zone  (1199,2962)  (1217,3037)  (1144,2887)  (1244,2887)  (1299,2962)  (1344,2817)  (1217,3112)  (1209,2812)  (1399,2892)  (1399,2967)  (1309,2742)  (1409,2742)  (1217,3187)  (971,3190)  (1444,2817)  (938,3115)  (936,3040)  | overflowToLeft=false
101 C Sea Zone  (1605,3294)  (1679,3369)  (1579,3369)  (1529,3219)  (1629,3219)  (1505,3294)  (1705,3294)  (1729,3170)  (1479,3419)  (1454,3144)  (1554,3144)  (1779,3369)  (1429,3219)  (1405,3344)  (1662,3095)  (1762,3095)  (1805,3245)  | overflowToLeft=false
102 Sea Zone  (2739,2891)  (2813,2966)  (2713,2966)  (2663,2816)  (2763,2816)  (2639,2891)  (2839,2891)  (2863,2767)  (2613,3016)  (2870,3041)  (2770,3041)  (2588,2741)  (2688,2741)  (2563,2816)  (2539,2941)  (2788,2692)  (2670,3091)  | overflowToLeft=false
103 Sea Zone  (3250,2889)  (3324,2964)  (3224,2964)  (3174,2814)  (3274,2814)  (3150,2889)  (3350,2889)  (3374,2765)  (3124,3014)  (3399,3039)  (3299,3039)  (3099,2739)  (3199,2739)  (3424,2964)  (3074,2814)  (3050,2939)  (3299,2690)  | overflowToLeft=false
104 Sea Zone  (3898,2684)  (3972,2759)  (3872,2759)  (3822,2609)  (3922,2609)  (3798,2684)  (3998,2684)  (4022,2560)  (3772,2809)  (4047,2834)  (3947,2834)  (3747,2534)  (3847,2534)  (4072,2759)  (3722,2609)  (3698,2734)  (3947,2485)  | overflowToLeft=false
105 Sea Zone  (4450,2522)  (4524,2597)  (4424,2597)  (4374,2447)  (4474,2447)  (4350,2522)  (4550,2522)  (4574,2398)  (4324,2647)  (4599,2672)  (4499,2672)  (4299,2372)  (4399,2372)  (4624,2597)  (4274,2447)  (4250,2572)  (4399,2722)  | overflowToLeft=false
106 Sea Zone  (2188,2142)  (2262,2217)  (2162,2217)  (2112,2067)  (2212,2067)  (2088,2142)  (2288,2142)  (2312,2018)  (2062,2267)  (2337,2292)  (2237,2292)  (2037,1992)  (2137,1992)  (2362,2217)  (2012,2067)  (1988,2192)  (2237,1943)  | overflowToLeft=false
107 Sea Zone  (3120,2217)  (3194,2292)  (3094,2292)  (3044,2142)  (3144,2142)  (3020,2217)  (3220,2217)  (3244,2093)  (2994,2342)  (3269,2367)  (3169,2367)  (3294,2292)  (2944,2142)  (2920,2267)  (3320,2168)  (3344,2069)  (2894,2415)  | overflowToLeft=false
108 Sea Zone  (3727,1946)  (3801,2021)  (3701,2021)  (3651,1871)  (3751,1871)  (3627,1946)  (3827,1946)  (3851,1822)  (3601,2071)  (3871,2096)  (3771,2096)  (3576,1796)  (3676,1796)  (3901,2021)  (3551,1871)  (3776,1747)  (3876,1747)  | overflowToLeft=false
109 Sea Zone  (4239,1663)  (4313,1738)  (4213,1738)  (4163,1588)  (4263,1588)  (4139,1663)  (4113,1788)  (4388,1813)  (4288,1813)  (4088,1513)  (4188,1513)  (4288,1493)  (4413,1672)  (4063,1588)  (4039,1713)  (4188,1863)  (4088,1863)  | overflowToLeft=false
110 A Sea Zone  (4849,1953)  (4923,2028)  (4823,2028)  (4749,1953)  (4949,1934)  (4723,2078)  (5023,2009)  (4649,2003)  (4649,1928)  (4805,2153)  (5049,1934)  (4623,2118)  (4549,2043)  (4549,1968)  (4523,2145)  (4449,2070)  (4449,1995)  | overflowToLeft=false
110 B Sea Zone  (5296,1647)  (5370,1722)  (5270,1722)  (5220,1572)  (5320,1572)  (5196,1647)  (5396,1647)  (5420,1570)  (5445,1797)  (5345,1797)  (5245,1797)  (5145,1497)  (5245,1497)  (5345,1495)  (5470,1722)  (5120,1572)  (5496,1646)  | overflowToLeft=false
111 A Sea Zone  (5178,1154)  (5252,1229)  (5152,1229)  (5102,1079)  (5202,1079)  (5078,1154)  (5052,1281)  (5258,1304)  (5158,1304)  (5027,1004)  (5127,1004)  (5227,1004)  (4927,1019)  (4827,1007)  | overflowToLeft=false
111 B Sea Zone  (4824,599)  (4824,674)  (4824,749)  (4824,824)  (4824,899)  (4924,599)  (4924,674)  (4924,749)  (4924,824)  (4924,899)  (5024,599)  (5024,674)  (5024,749)  (5024,824)  (5024,899)  (5124,599)  (5124,674)  (5124,749)  | overflowToLeft=false
112 Sea Zone  (5490,1365)  (5564,1440)  (5414,1290)  (5514,1290)  (5390,1365)  (5590,1365)  (5639,1515)  (5358,1215)  (5458,1215)  (5558,1215)  (5664,1440)  (5690,1363)  (5644,1590)  (5358,1140)  (5458,1140)  (5558,1140)  (5630,1665)  | overflowToLeft=false
113 A Sea Zone  (5850,1427)  (5853,1352)  | overflowToLeft=false
113 B Sea Zone  (6017,1768)  (6054,1693)  (6081,1770)  (6118,1693)  (6116,1633)  (5876,1818)  (5938,1819)  (5996,1820)  (6055,1820)  (6117,1820)  | overflowToLeft=false
114 Sea Zone  (6287,1652)  (6361,1727)  (6261,1727)  (6211,1577)  (6311,1577)  (6187,1652)  (6215,1802)  (6257,1502)  (6357,1502)  (6281,1427)  (6363,1174)  | overflowToLeft=false
115 Sea Zone  (6498,1351)  (6537,1426)  (6464,1276)  (6537,1501)  (6464,1201)  (6670,1339)  (6464,1126)  (6464,997)  (6520,922)  (6571,847)  | overflowToLeft=false
116 Sea Zone  (2653,1329)  (2727,1404)  (2627,1404)  (2577,1254)  (2677,1254)  (2553,1329)  (2753,1329)  (2777,1205)  (2527,1454)  (2802,1479)  (2702,1479)  (2827,1404)  (2477,1254)  (2453,1379)  (2774,1130)  (2602,1529)  (2502,1529)  | overflowToLeft=false
117 Sea Zone  (3303,1572)  (3377,1647)  (3277,1647)  (3227,1497)  (3327,1497)  (3203,1572)  (3403,1572)  (3427,1448)  (3177,1697)  (3431,1722)  (3331,1722)  (3158,1422)  (3258,1422)  (3103,1622)  (3358,1373)  (3231,1772)  (3131,1772)  | overflowToLeft=false
118 Sea Zone  (3741,1331)  (3815,1406)  (3715,1406)  (3665,1256)  (3765,1256)  (3641,1331)  (3841,1331)  (3865,1207)  (3615,1456)  (3890,1481)  (3790,1481)  (3590,1181)  (3690,1181)  (3915,1406)  (3565,1256)  (3541,1381)  (3790,1132)  | overflowToLeft=false
119 Sea Zone  (4459,1133)  (4533,1208)  (4433,1208)  (4383,1058)  (4483,1058)  (4359,1133)  (4559,1133)  (4583,1009)  (4333,1258)  (4508,1283)  (4308,983)  (4408,983)  (4633,1208)  (4283,1058)  (4259,1183)  (4508,934)  (4608,934)  | overflowToLeft=false
120 Sea Zone  (660,1136)  (734,1211)  (634,1211)  (584,1061)  (684,1061)  (560,1136)  (760,1136)  (784,1012)  (534,1261)  (809,1286)  (709,1286)  (509,986)  (609,986)  (834,1211)  (484,1061)  (709,937)  (809,937)  (609,1336)  (860,1087)  | overflowToLeft=false
121 A Sea Zone  (1788,1047)  (1754,972)  (1688,1111)  (1754,897)  (1588,1109)  (1740,822)  (1840,822)  (1488,1144)  (1488,1069)  (1708,747)  (1808,747)  (1710,672)  (1810,672)  (1714,597)  (1591,480)  (1477,450)  (1442,375)  (1342,302)  | overflowToLeft=false
121 B Sea Zone  (2583,940)  (2657,1015)  (2557,1015)  (2594,865)  (2683,940)  (2694,829)  (2457,1065)  (2639,1090)  (2198,1111)  (2137,544)  (2098,1111)  (2042,469)  (2037,588)  (2029,1036)  (2029,394)  (1998,1111)  (1994,673)  (1987,961)  | overflowToLeft=false
122 Sea Zone  (3295,701)  (3369,776)  (3269,776)  (3294,626)  (3195,701)  (3394,602)  (3395,677)  (3169,826)  (3467,527)  (3469,752)  (3095,751)  (3095,676)  (3494,602)  (3204,901)  (3104,901)  (3495,677)  (3069,826)  (3549,447)  | overflowToLeft=false
123 Sea Zone  (3800,925)  (3700,865)  (3700,925)  (3700,985)  (3800,865)  (3800,985)  (3900,865)  (3900,925)  (3900,985)  (4000,865)  (4000,925)  (4000,985)  (4100,865)  (4100,925)  (4100,985)  | overflowToLeft=false
124 Sea Zone  (4729,448)  (4803,523)  (4703,523)  (4653,373)  (4753,373)  (4629,448)  (4829,448)  (4853,324)  (4603,523)  (4578,298)  (4678,298)  (4903,523)  (4553,373)  (4529,448)  (4778,249)  (4878,249)  (4929,399)  (4503,523)  | overflowToLeft=false
125 Sea Zone  (5471,397)  (5545,472)  (5445,472)  (5395,322)  (5495,322)  (5371,397)  (5571,397)  (5595,273)  (5345,522)  (5620,547)  (5520,547)  (5320,247)  (5420,247)  (5645,472)  (5295,322)  (5271,447)  (5520,198)  (5620,198)  | overflowToLeft=false
126 Sea Zone  (6400,341)  (6337,416)  (6356,266)  (6456,266)  (6300,341)  (6500,341)  (6556,258)  (6237,461)  (6200,386)  (6200,311)  (6600,333)  (6656,249)  | overflowToLeft=false
127 A Sea Zone  (7452,282)  (7526,357)  (7426,357)  (7376,207)  (7476,207)  (7352,282)  (7552,282)  (7576,158)  (7326,407)  (7601,432)  (7501,432)  (7301,132)  (7401,132)  (7626,357)  (7276,207)  (7252,332)  (7401,482)  (7301,482)  | overflowToLeft=false
127 B Sea Zone  (8734,182)  (8808,257)  (8708,257)  (8658,107)  (8758,107)  (8834,182)  (8858,75)  (8608,307)  (8800,332)  (8908,257)  (8558,129)  (8934,150)  (8934,332)  (8525,382)  (8508,307)  (9008,225)  (8458,131)  (9034,107)  | overflowToLeft=false
128 Sea Zone  (8097,2826)  (8150,2901)  (8006,2751)  (7948,2676)  (8186,2976)  (8086,2976)  (7886,2601)  (8218,3051)  (8118,3051)  (7986,2596)  (8194,3126)  | overflowToLeft=false
129 Sea Zone  (6777,3264)  | overflowToLeft=false
Acapulco-Chiapas  (222,3800)  (166,3745)  (162,3808)  (282,3786)  (282,3841)  (111,3690)  (106,3753)  (342,3754)  (342,3809)  (342,3864)  (56,3635)  (116,3635)  (51,3698)  (402,3761)  (402,3816)  (462,3761)  (462,3816)  (491,3871)  | overflowToLeft=false
Adana  (7174,3442)  (7117,3401)  (7057,3348)  (7152,3321)  (7238,3322)  (7256,3383)  (7250,3464)  | overflowToLeft=false
Addis Ababa  (7057,5336)  (7071,5391)  (7033,5281)  (6997,5369)  (7117,5324)  | overflowToLeft=false
Adelaide-S.Australia  (12551,7332)  (12605,7387)  (12542,7277)  (12602,7277)  (12491,7367)  (12611,7332)  (12482,7312)  (12660,7442)  (12661,7222)  (12662,7277)  (12665,7387)  (12431,7367)  (12671,7332)  (12422,7312)  (12722,7227)  | overflowToLeft=false
Aden-Yemen  (7630,4787)  (7684,4842)  (7624,4842)  (7581,4732)  (7641,4732)  (7570,4787)  (7690,4787)  (7564,4852)  (7640,4677)  (7744,4842)  (7554,4907)  | overflowToLeft=false
Agana-Guam  (12479,4670)  (12454,4725)  | overflowToLeft=false
Akmolinsk  (8657,2405)  (8711,2460)  (8651,2460)  (8601,2350)  (8661,2350)  (8597,2405)  (8717,2405)  (8721,2341)  (8591,2470)  (8766,2515)  (8706,2515)  (8546,2295)  (8606,2295)  (8771,2460)  (8541,2350)  (8537,2415)  (8666,2286)  | overflowToLeft=false
Aksu-Tarim  (9322,2856)  (9240,2925)  (9137,2948)  (9055,2898)  (9080,2815)  (9137,2732)  (9221,2693)  (9325,2731)  | overflowToLeft=false
Aktau  (8152,2656)  (8207,2727)  (8291,2780)  (8356,2628)  (8338,2531)  (8244,2524)  (8312,2449)  (8390,2422)  (8428,2495)  (8442,2573)  | overflowToLeft=false
